temperature,humidity,motion_detected,current_time,hvac_target_temperature,light_state,fan_state
26.5,24,0,8,22,1,0
15.2,46,0,4,24,1,0
21.2,43,0,22,0,1,1
22.2,86,0,3,0,0,1
15.3,82,0,11,24,0,0
18.9,67,0,0,0,0,0
26.4,82,0,23,22,0,0
17.1,31,1,12,24,1,1
23.0,47,0,0,0,1,1
18.2,63,1,2,0,1,1
15.2,62,1,21,24,0,0
18.6,36,0,7,0,1,0
29.6,59,0,23,22,0,0
27.0,68,1,17,22,1,1
29.4,76,0,15,22,1,0
22.3,83,0,19,0,0,0
16.6,76,0,19,24,0,0
23.2,89,1,15,0,0,0
21.8,62,0,1,0,0,0
27.7,42,0,16,22,1,1
16.5,46,0,9,24,0,0
22.3,77,1,6,0,0,0
17.3,56,0,9,24,0,0
19.9,25,0,18,0,1,0
26.1,84,0,19,22,0,0
22.1,25,0,8,0,0,0
20.6,69,0,21,0,1,1
20.9,41,0,16,0,0,0
21.9,44,0,8,0,0,0
26.8,70,1,8,22,1,1
28.4,67,0,4,22,0,1
29.3,89,0,23,22,1,1
26.8,84,1,6,22,1,1
19.7,79,0,10,0,1,0
25.3,65,0,7,22,0,1
21.6,55,1,13,0,1,1
18.8,77,0,1,0,1,0
27.6,57,0,9,22,0,0
15.6,30,0,20,24,0,0
28.5,31,0,23,22,0,0
21.9,61,0,15,0,1,0
24.6,58,1,15,0,1,1
24.9,90,0,18,0,1,0
28.4,30,0,10,22,1,0
24.6,55,0,5,0,0,0
24.2,71,1,5,0,1,1
16.0,50,1,6,24,1,1
22.8,52,0,15,0,0,0
17.3,32,1,12,24,0,0
26.1,37,1,2,22,0,0
22.7,60,0,23,0,0,0
25.2,77,0,23,22,1,0
15.6,75,0,8,24,1,0
16.3,43,1,23,24,0,0
25.7,50,1,2,22,0,1
16.1,74,0,5,24,0,0
16.1,29,0,16,24,1,1
15.2,79,0,2,24,0,0
29.3,21,1,1,22,0,1
26.1,34,1,11,22,0,0
20.3,22,0,23,0,0,0
19.4,62,0,5,0,1,0
20.2,50,0,9,0,0,1
26.6,89,1,10,22,1,1
24.9,86,0,15,0,1,1
17.8,75,0,15,24,0,0
17.6,82,1,23,24,0,0
16.5,34,0,17,24,1,1
24.9,29,1,21,0,1,1
26.5,57,0,22,22,1,0
19.0,66,0,23,0,1,0
15.3,76,1,8,24,1,1
16.2,69,0,20,24,0,0
29.5,90,0,18,22,0,0
19.4,34,0,1,0,0,0
26.5,37,0,23,22,0,0
24.4,21,0,0,0,0,1
20.7,62,1,15,0,1,1
18.1,45,1,21,0,1,1
16.8,90,1,17,24,0,0
24.2,57,0,2,0,0,1
26.6,61,1,23,22,0,0
24.7,24,1,0,0,1,1
23.0,30,0,5,0,0,1
15.6,84,0,18,24,1,0
29.5,53,0,21,22,1,0
27.0,20,1,18,22,0,1
19.4,21,0,10,0,1,0
29.7,39,1,7,22,0,1
24.0,80,0,4,0,1,1
23.7,40,1,19,0,0,0
26.2,87,0,8,22,0,0
27.2,31,0,14,22,1,0
24.8,41,0,20,0,1,1
16.9,39,0,13,24,0,0
20.1,20,1,3,0,0,0
28.9,49,1,23,22,0,0
18.4,43,0,23,0,1,1
20.6,33,0,7,0,0,0
21.5,55,0,19,0,1,0
21.6,88,0,16,0,0,0
24.2,43,0,1,0,0,1
29.1,79,1,19,22,1,1
18.6,74,1,15,0,0,0
16.8,43,0,9,24,1,0
18.0,43,0,1,0,1,0
28.3,73,0,10,22,0,0
24.7,45,0,9,0,1,0
19.3,85,0,18,0,0,0
27.2,57,0,13,22,0,0
27.9,84,0,10,22,0,1
27.7,70,0,8,22,1,0
28.8,54,0,6,22,0,0
18.8,62,0,14,0,0,1
26.3,48,0,19,22,0,1
21.9,56,1,16,0,0,0
27.6,77,1,2,22,0,1
25.9,73,1,14,22,0,0
26.6,58,0,13,22,0,1
24.8,61,0,7,0,0,0
17.7,47,0,3,24,0,0
23.2,48,0,9,0,1,0
29.8,62,1,1,22,1,1
29.1,22,0,13,22,0,0
15.6,29,0,7,24,1,1
17.5,78,0,22,24,0,0
17.0,33,0,9,24,0,0
25.9,66,1,17,22,1,1
27.3,61,0,14,22,1,0
18.2,51,0,4,0,1,0
22.6,51,0,21,0,1,0
27.6,61,1,12,22,0,1
26.0,51,0,17,22,1,0
23.1,45,0,1,0,1,1
23.9,20,0,12,0,0,0
22.6,75,1,13,0,1,1
19.5,21,0,9,0,0,0
23.5,49,0,3,0,1,1
25.3,90,1,14,22,0,0
28.1,71,1,7,22,0,1
24.5,28,0,14,0,1,0
26.4,41,1,13,22,0,1
17.4,53,0,20,24,1,1
21.9,68,1,8,0,1,1
15.1,20,0,19,24,0,0
18.7,72,0,2,0,0,0
25.9,59,1,14,22,1,1
29.9,64,1,23,22,1,1
16.5,87,0,16,24,1,0
21.0,28,1,15,0,1,1
27.0,41,0,3,22,1,0
18.1,37,1,10,0,0,0
23.3,62,0,7,0,0,0
26.0,58,0,2,22,1,0
24.2,25,0,18,0,1,1
17.8,67,0,13,24,0,1
20.3,26,0,8,0,0,0
26.8,88,0,2,22,0,1
23.3,35,0,3,0,1,0
15.1,20,1,3,24,0,0
26.4,56,0,10,22,1,0
15.5,56,0,18,24,0,1
26.2,83,0,15,22,0,1
18.0,81,0,22,0,1,0
29.4,80,0,21,22,0,0
20.5,52,0,16,0,1,0
19.9,85,0,9,0,0,0
17.2,49,0,23,24,0,0
19.6,39,0,16,0,0,0
28.1,79,0,15,22,1,0
29.9,43,1,19,22,1,1
20.5,23,0,21,0,0,0
21.7,56,1,5,0,0,0
25.8,23,0,6,22,1,0
28.3,37,1,13,22,0,1
23.9,85,0,10,0,0,0
20.9,67,0,11,0,0,0
21.2,52,1,13,0,1,1
25.4,77,0,4,22,0,0
15.0,47,0,4,24,0,0
24.3,54,0,19,0,0,0
20.3,29,1,21,0,0,0
26.9,84,0,22,22,1,0
16.4,61,0,14,24,1,0
23.8,28,1,0,0,0,1
22.2,79,0,23,0,0,0
24.6,34,1,22,0,0,0
16.0,76,0,8,24,1,0
23.7,88,1,2,0,0,0
23.4,41,0,3,0,1,1
23.4,83,0,15,0,0,0
24.1,60,0,6,0,0,0
25.1,90,0,21,22,0,0
27.1,75,0,13,22,1,1
19.0,42,0,15,0,1,0
27.4,44,0,17,22,0,0
22.5,25,0,15,0,0,0
16.2,53,0,15,24,0,1
15.9,82,0,1,24,0,0
20.0,28,0,9,0,0,0
26.8,79,0,6,22,0,0
25.6,68,0,14,22,1,0
26.8,70,0,8,22,0,1
22.8,79,1,6,0,0,0
21.6,89,0,23,0,0,0
17.2,56,0,15,24,0,1
19.9,50,0,2,0,0,0
21.5,60,1,16,0,0,0
16.3,81,0,22,24,0,0
18.3,77,1,7,0,1,1
24.0,33,0,1,0,0,0
26.0,55,1,19,22,0,0
30.0,55,0,2,22,1,0
29.0,27,0,7,22,0,0
24.6,45,0,1,0,1,1
21.3,55,1,18,0,0,1
24.5,67,1,16,0,1,1
26.8,47,0,4,22,1,1
16.8,87,0,19,24,1,0
21.1,81,0,16,0,1,1
27.6,70,0,9,22,0,0
20.8,61,0,8,0,1,0
23.6,48,0,21,0,0,0
23.8,29,1,5,0,1,1
17.8,58,0,10,24,0,0
20.4,20,0,1,0,1,0
20.0,58,0,22,0,1,1
15.4,40,1,11,24,1,1
15.4,84,1,11,24,0,0
27.5,34,0,15,22,1,1
19.1,23,1,21,0,0,0
22.8,79,1,23,0,0,1
19.5,80,0,11,0,1,0
29.1,39,0,20,22,1,0
18.9,29,1,17,0,1,1
21.4,53,0,12,0,1,1
28.1,67,0,14,22,0,0
27.6,52,0,15,22,1,0
17.8,80,0,3,24,0,0
27.0,29,1,11,22,0,1
21.9,73,0,16,0,0,0
22.2,84,0,0,0,1,0
17.0,20,1,21,24,1,1
16.2,24,0,17,24,0,0
25.9,34,0,21,22,1,0
22.4,47,1,15,0,0,0
21.6,42,0,0,0,1,0
25.9,36,0,9,22,1,0
26.5,32,0,18,22,0,0
17.4,33,0,15,24,1,0
24.2,30,1,13,0,0,0
17.0,47,0,1,24,1,0
26.3,61,0,23,22,0,0
24.9,80,0,5,0,0,1
29.3,83,0,21,22,1,0
16.0,50,1,22,24,0,0
15.9,29,1,4,24,1,1
19.2,27,1,11,0,0,0
18.9,40,0,3,0,0,0
18.7,78,1,21,0,1,1
28.6,69,0,23,22,0,0
18.7,88,1,3,0,0,1
19.1,89,1,4,0,1,1
26.4,49,0,6,22,1,0
21.7,36,0,5,0,0,0
26.7,39,0,12,22,1,0
16.0,67,0,3,24,1,0
22.3,21,1,12,0,0,0
15.5,56,0,3,24,1,0
15.9,20,0,9,24,0,0
28.6,23,0,19,22,1,1
17.1,73,1,0,24,1,1
23.0,44,0,20,0,1,0
21.2,22,0,7,0,1,0
20.2,28,0,6,0,0,0
28.5,53,0,4,22,0,0
15.3,62,0,2,24,0,0
25.0,41,1,14,0,0,0
29.5,89,0,16,22,1,0
23.4,21,0,22,0,1,0
29.1,85,0,12,22,0,0
15.8,51,0,14,24,0,0
21.3,35,0,18,0,1,0
18.9,20,0,19,0,0,0
26.0,67,0,13,22,0,0
29.7,69,0,20,22,1,0
18.8,32,0,12,0,0,0
24.8,34,1,11,0,1,1
18.0,72,0,23,0,0,0
23.5,63,1,22,0,1,1
22.0,27,1,8,0,1,1
29.6,65,0,2,22,0,1
24.1,88,1,10,0,0,0
20.2,38,0,9,0,0,1
16.7,57,0,0,24,0,1
17.3,30,0,16,24,0,0
18.4,62,0,12,0,1,0
18.8,39,0,13,0,1,0
27.8,39,0,0,22,1,0
23.4,40,0,1,0,0,1
22.9,76,0,1,0,1,0
16.7,69,0,6,24,0,1
27.9,45,0,8,22,1,0
25.8,49,0,23,22,1,0
16.0,50,0,3,24,1,1
25.6,61,0,1,22,1,0
23.2,87,0,18,0,0,0
16.2,80,1,4,24,0,0
21.9,80,1,8,0,1,1
22.3,89,0,23,0,0,0
17.5,87,1,12,24,0,1
29.2,36,0,11,22,1,0
27.7,38,0,18,22,1,0
25.0,70,1,8,0,0,0
21.9,89,0,9,0,0,0
21.2,82,1,18,0,0,0
24.8,49,0,9,0,1,0
23.2,44,0,11,0,0,0
15.9,90,0,13,24,1,0
22.7,45,0,7,0,1,0
27.1,75,0,15,22,0,0
21.9,41,0,16,0,0,0
15.8,38,1,19,24,1,1
26.8,50,0,3,22,1,0
18.0,45,0,5,0,0,1
18.9,61,0,11,0,1,0
17.5,60,1,17,24,0,1
20.0,42,0,6,0,0,0
26.4,66,0,4,22,1,0
22.8,32,1,9,0,0,0
18.1,85,0,5,0,1,0
28.2,85,0,13,22,0,0
28.2,35,1,5,22,1,1
28.1,47,1,13,22,1,1
18.6,54,0,11,0,1,0
21.8,60,0,21,0,0,0
29.8,50,1,11,22,0,0
26.6,51,0,7,22,1,0
15.4,73,1,9,24,0,0
16.0,78,0,15,24,1,0
22.0,60,0,19,0,1,0
28.6,85,0,7,22,0,0
23.1,73,1,8,0,1,1
22.5,59,1,12,0,1,1
16.6,47,0,19,24,1,0
24.9,56,1,16,0,0,0
27.3,84,0,18,22,0,0
20.7,74,0,16,0,0,0
26.6,23,1,6,22,0,1
29.5,29,1,0,22,0,0
18.1,66,1,19,0,1,1
22.8,33,1,13,0,0,1
19.3,57,0,16,0,0,0
26.9,31,0,12,22,0,0
23.7,64,1,1,0,0,0
24.5,36,0,13,0,0,1
27.0,54,0,0,22,1,0
20.9,85,0,4,0,0,0
28.7,60,0,6,22,0,0
23.0,86,1,18,0,0,0
17.4,48,0,13,24,1,0
25.4,37,1,23,22,0,0
26.9,39,0,13,22,0,1
19.8,33,0,14,0,1,1
27.9,53,0,4,22,0,0
28.6,68,0,4,22,1,0
19.2,73,0,20,0,1,0
29.8,50,0,23,22,0,0
17.1,77,0,1,24,1,0
18.0,61,0,17,0,1,0
17.8,77,0,23,24,0,0
28.4,49,0,8,22,1,0
24.8,44,0,9,0,0,1
17.3,82,0,17,24,0,0
21.6,38,1,3,0,1,1
24.2,27,0,7,0,1,0
16.3,22,1,17,24,1,1
28.2,86,1,19,22,0,0
27.1,36,0,16,22,1,0
22.6,33,1,15,0,1,1
29.5,28,0,17,22,0,0
21.3,81,1,6,0,1,1
29.8,40,1,0,22,0,0
25.0,56,0,0,0,0,0
24.5,30,0,17,0,0,1
17.5,39,0,3,24,0,0
28.2,54,0,22,22,1,1
21.4,72,0,19,0,0,0
17.4,66,0,20,24,1,0
15.2,71,0,19,24,0,0
23.4,27,0,3,0,0,1
22.9,23,1,5,0,1,1
25.8,46,1,2,22,0,1
28.4,63,0,5,22,1,0
16.2,59,0,12,24,1,0
26.0,66,0,22,22,1,0
17.8,63,0,6,24,1,0
27.9,67,1,23,22,1,1
27.3,71,0,3,22,1,0
23.1,87,0,0,0,0,0
25.7,30,1,5,22,1,1
19.7,23,1,23,0,0,1
22.1,67,0,4,0,0,1
27.3,45,0,12,22,0,0
21.9,58,0,18,0,1,0
20.4,77,0,3,0,1,0
22.4,38,1,23,0,0,0
27.4,77,0,5,22,0,0
20.0,47,0,12,0,1,0
17.6,85,1,4,24,0,0
25.7,29,1,12,22,0,0
27.4,77,1,9,22,1,1
16.5,33,0,2,24,1,0
18.6,34,0,22,0,0,0
17.1,52,0,12,24,0,0
20.2,36,0,11,0,1,0
21.8,43,0,3,0,1,0
26.2,49,0,9,22,0,0
24.8,81,0,2,0,0,1
24.3,32,1,16,0,0,0
20.3,81,0,8,0,1,0
27.6,66,1,0,22,1,1
22.1,35,0,17,0,0,0
29.7,85,1,8,22,1,1
24.5,62,0,20,0,1,0
16.9,27,1,19,24,1,1
25.1,22,0,8,22,1,0
19.9,31,0,1,0,0,1
25.3,35,1,18,22,0,0
16.0,78,0,15,24,1,0
17.6,68,0,2,24,1,0
27.8,82,1,15,22,0,0
18.4,81,1,20,0,1,1
27.6,68,0,12,22,0,0
19.2,70,0,2,0,0,0
24.6,52,0,9,0,0,0
25.4,49,0,21,22,1,0
22.7,78,1,17,0,1,1
19.6,34,0,5,0,0,0
18.2,42,0,5,0,1,0
15.5,64,1,17,24,1,1
19.6,81,0,5,0,1,0
24.8,90,0,5,0,0,1
29.1,34,0,21,22,0,0
28.1,65,0,12,22,1,1
26.5,83,0,13,22,1,0
26.8,65,0,20,22,1,0
25.0,75,0,6,0,1,0
18.9,63,0,12,0,1,0
28.6,48,0,14,22,0,0
25.1,81,0,11,22,1,0
23.4,71,0,20,0,0,0
16.7,73,0,0,24,0,0
21.7,76,0,2,0,0,0
21.9,85,0,17,0,1,0
28.0,41,0,21,22,1,1
23.2,39,0,7,0,0,0
20.7,52,1,1,0,0,0
29.7,44,0,3,22,0,1
16.7,65,1,17,24,1,1
21.3,76,1,12,0,1,1
15.6,24,0,14,24,1,0
26.1,74,0,1,22,1,0
28.8,80,1,9,22,0,1
19.2,27,0,1,0,0,0
27.9,35,1,20,22,0,0
19.4,67,0,11,0,0,0
28.7,80,0,4,22,0,0
26.3,34,0,11,22,0,0
27.1,84,0,22,22,1,0
15.3,41,0,0,24,1,0
29.4,22,0,1,22,0,0
25.9,73,1,15,22,1,1
19.6,33,1,21,0,0,1
27.4,55,0,1,22,1,0
19.2,86,1,15,0,1,1
28.1,29,1,19,22,0,0
16.7,68,1,15,24,1,1
25.6,84,0,5,22,1,0
23.1,76,1,12,0,0,0
16.4,46,0,11,24,0,0
18.6,24,0,22,0,1,0
15.2,90,1,9,24,0,0
22.0,76,0,4,0,1,0
19.5,34,0,7,0,1,0
24.0,49,1,5,0,0,0
19.5,39,0,4,0,0,0
19.5,56,1,19,0,1,1
26.1,22,1,21,22,0,1
15.7,60,0,5,24,1,0
28.5,58,0,21,22,1,0
27.8,45,1,16,22,1,1
25.0,21,0,5,0,1,1
23.9,42,1,16,0,1,1
28.4,42,1,4,22,1,1
17.8,35,0,22,24,1,0
16.2,28,0,16,24,1,0
18.6,32,1,16,0,1,1
26.9,47,0,12,22,1,0
15.5,46,0,21,24,0,0
23.7,70,1,6,0,1,1
29.9,83,1,21,22,0,0
27.8,71,0,20,22,0,0
22.8,57,0,5,0,0,0
16.0,84,0,13,24,1,1
27.5,37,1,15,22,0,0
24.0,82,1,2,0,1,1
16.7,70,1,8,24,1,1
16.4,28,0,14,24,0,0
28.6,32,1,20,22,1,1
25.0,59,1,17,0,1,1
27.4,74,0,9,22,1,1
28.2,62,0,9,22,0,1
23.6,63,1,22,0,0,0
22.8,87,0,2,0,1,0
21.5,52,0,0,0,0,0
19.8,43,0,2,0,0,0
21.5,55,0,4,0,0,0
26.6,29,0,6,22,1,0
24.0,39,0,2,0,0,1
28.4,31,1,3,22,1,1
21.7,81,1,16,0,1,1
24.1,37,1,2,0,1,1
24.5,82,0,22,0,0,1
23.9,44,1,3,0,0,0
25.5,31,1,1,22,0,0
18.6,40,0,13,0,0,1
22.7,44,0,4,0,0,0
16.6,30,0,20,24,0,0
20.8,83,1,1,0,1,1
22.3,69,0,14,0,1,1
24.8,81,1,10,0,1,1
29.3,68,0,21,22,0,1
24.0,33,0,9,0,1,1
26.2,20,1,19,22,0,0
22.6,44,0,0,0,1,0
24.5,78,0,18,0,0,0
16.1,88,1,13,24,1,1
18.8,24,1,22,0,1,1
20.4,38,0,21,0,0,0
22.1,42,0,13,0,1,0
15.7,28,0,0,24,1,1
17.1,69,1,8,24,0,1
19.2,35,0,16,0,1,0
29.6,52,0,13,22,1,0
20.0,21,0,12,0,1,1
22.2,33,1,12,0,1,1
17.9,20,1,5,24,1,1
24.2,77,1,6,0,1,1
19.2,35,0,1,0,1,0
18.1,66,1,7,0,0,0
22.7,63,0,23,0,0,0
15.1,33,0,5,24,1,1
15.1,43,1,2,24,1,1
18.3,74,0,17,0,0,0
15.6,34,0,17,24,0,0
16.6,53,1,21,24,0,0
20.1,21,0,22,0,1,0
27.0,46,0,5,22,1,0
23.6,42,0,10,0,0,1
22.7,87,0,2,0,0,0
19.4,33,1,15,0,1,1
29.0,82,0,4,22,0,0
21.0,84,1,23,0,1,1
16.3,87,0,21,24,0,1
24.3,82,0,1,0,1,0
16.7,83,0,14,24,1,0
20.2,51,1,15,0,1,1
22.6,32,0,6,0,1,0
28.1,85,1,15,22,1,1
22.4,38,0,23,0,1,0
25.5,43,1,3,22,0,0
29.9,30,1,15,22,0,0
17.0,78,1,16,24,0,0
19.1,34,1,1,0,1,1
20.9,29,0,15,0,1,0
21.3,60,1,3,0,1,1
21.2,46,0,6,0,1,0
28.6,79,0,17,22,1,1
25.7,71,0,5,22,1,0
24.1,47,0,17,0,1,0
19.6,84,0,6,0,1,0
27.4,36,0,1,22,1,0
29.3,63,0,18,22,1,0
27.3,29,0,8,22,0,0
15.0,82,0,3,24,1,1
24.5,66,1,13,0,0,1
15.8,57,1,4,24,0,0
18.9,89,1,6,0,1,1
15.9,72,0,7,24,1,0
24.1,63,0,14,0,0,0
25.3,73,1,18,22,0,1
16.7,39,1,10,24,1,1
20.8,50,1,19,0,1,1
21.8,26,0,22,0,0,0
20.5,77,0,3,0,1,0
16.8,29,1,17,24,0,0
21.3,29,0,13,0,1,0
26.3,58,0,5,22,1,0
16.1,47,1,15,24,1,1
16.2,49,1,17,24,1,1
20.3,56,0,0,0,0,0
29.1,86,0,7,22,1,1
25.0,62,1,0,0,0,1
25.2,71,0,0,22,1,1
20.4,75,1,18,0,1,1
23.9,87,1,20,0,0,0
15.2,28,1,9,24,0,0
24.5,42,1,17,0,0,0
28.7,82,0,11,22,1,1
24.2,80,0,16,0,1,0
28.1,59,0,0,22,0,0
25.9,63,0,7,22,1,1
16.8,43,0,9,24,0,0
28.5,70,0,9,22,1,0
16.0,77,1,17,24,1,1
23.0,52,0,8,0,0,0
17.1,35,0,1,24,0,0
15.2,41,0,2,24,1,0
21.3,76,0,1,0,1,0
19.4,81,0,5,0,0,0
22.3,90,0,22,0,0,0
23.7,89,0,11,0,1,0
15.7,49,1,21,24,0,1
16.8,42,1,18,24,1,1
23.4,51,1,14,0,0,1
20.1,76,0,18,0,1,0
25.9,28,0,11,22,0,0
24.8,50,0,17,0,1,0
27.7,90,0,15,22,1,0
25.4,28,0,1,22,1,0
21.4,32,0,10,0,0,0
25.1,77,1,11,22,0,0
19.1,22,0,4,0,0,1
19.6,54,0,23,0,0,0
26.8,40,0,5,22,1,1
21.7,83,0,10,0,1,0
27.0,71,1,20,22,0,0
27.3,53,0,9,22,1,0
27.9,54,0,3,22,1,1
28.7,34,0,8,22,1,0
21.5,25,0,11,0,1,0
19.8,51,0,9,0,1,0
23.7,71,1,13,0,1,1
20.6,47,1,4,0,1,1
24.0,83,1,0,0,1,1
25.6,38,0,4,22,0,1
25.3,34,0,15,22,1,1
20.6,25,0,4,0,1,0
17.5,57,1,4,24,1,1
21.5,45,1,17,0,0,0
17.1,70,1,5,24,0,0
28.4,72,0,20,22,0,0
20.2,75,0,17,0,0,0
17.3,78,0,9,24,1,0
15.4,89,0,14,24,0,0
24.7,77,0,23,0,0,1
24.6,32,0,21,0,1,0
20.1,62,1,10,0,1,1
16.1,70,0,18,24,0,0
21.1,38,0,12,0,0,0
19.7,40,0,19,0,1,0
25.2,43,0,2,22,0,0
24.1,45,1,15,0,1,1
20.5,64,0,6,0,0,0
18.3,47,0,11,0,1,0
29.8,48,1,14,22,0,0
21.8,36,0,7,0,1,0
25.3,87,0,22,22,0,0
17.1,63,1,16,24,0,0
22.3,80,1,0,0,0,0
15.4,87,0,20,24,1,0
22.6,44,0,7,0,1,0
29.5,86,0,13,22,0,1
20.8,21,1,9,0,0,1
15.6,68,0,18,24,1,0
15.5,89,1,7,24,1,1
20.8,45,1,18,0,1,1
17.4,46,1,3,24,1,1
15.4,37,0,9,24,0,0
26.3,73,0,22,22,0,0
21.9,20,0,2,0,0,0
19.3,80,1,3,0,1,1
28.5,22,0,15,22,0,1
16.7,87,0,23,24,0,0
29.3,60,0,3,22,0,0
19.7,56,0,19,0,1,0
28.3,70,0,19,22,0,0
24.0,34,0,12,0,0,0
27.4,27,0,20,22,1,0
29.8,57,0,16,22,0,0
19.3,75,0,22,0,0,1
29.4,66,1,15,22,1,1
20.8,29,1,16,0,1,1
20.8,68,0,5,0,1,0
20.1,60,0,2,0,0,0
23.1,49,1,19,0,1,1
17.3,24,0,23,24,1,0
23.3,90,0,3,0,0,0
23.1,50,0,7,0,1,0
26.4,71,0,19,22,1,0
27.5,42,0,8,22,1,0
21.6,67,1,21,0,1,1
19.5,59,1,0,0,1,1
18.9,25,0,12,0,1,0
17.9,57,0,1,24,1,0
15.9,60,0,22,24,0,0
20.1,46,0,9,0,1,0
19.1,88,0,22,0,0,1
29.5,76,0,18,22,0,1
23.4,36,1,16,0,1,1
20.2,90,0,23,0,1,0
23.7,66,1,12,0,0,0
17.1,32,0,13,24,0,1
21.7,30,0,10,0,0,1
24.4,43,0,9,0,1,0
22.3,23,0,6,0,0,0
21.0,65,1,9,0,1,1
29.9,37,0,23,22,1,1
28.2,62,0,0,22,0,0
24.4,52,0,13,0,0,0
23.5,29,0,2,0,0,1
24.3,78,0,12,0,1,0
18.0,50,0,1,0,1,0
20.9,47,1,16,0,1,1
15.6,79,1,20,24,1,1
22.1,22,0,2,0,0,0
23.1,74,0,14,0,0,0
18.4,33,0,7,0,1,0
29.5,77,0,5,22,1,0
28.6,34,1,8,22,1,1
25.8,21,1,10,22,1,1
23.0,43,0,21,0,0,1
28.0,83,0,1,22,0,0
17.0,90,1,8,24,1,1
26.9,43,1,17,22,1,1
16.9,46,0,18,24,0,0
26.9,56,0,21,22,0,0
19.1,58,0,17,0,0,0
28.2,82,1,4,22,0,0
29.2,45,0,17,22,1,0
17.2,84,1,11,24,1,1
21.9,23,0,3,0,1,0
29.7,48,0,14,22,1,0
22.3,20,0,10,0,1,0
28.0,69,1,18,22,0,0
23.8,30,0,4,0,1,0
20.6,78,1,5,0,0,0
19.3,81,0,12,0,1,0
18.0,55,1,22,0,1,1
26.4,75,1,9,22,0,1
20.8,40,0,23,0,1,0
22.7,32,1,13,0,0,0
22.4,28,0,3,0,0,0
23.7,30,0,19,0,0,0
28.0,89,0,22,22,1,0
29.7,20,1,11,22,1,1
21.1,89,1,14,0,0,1
27.4,75,0,9,22,0,0
26.5,50,1,10,22,1,1
23.6,56,0,8,0,0,0
29.3,66,1,10,22,1,1
18.0,66,0,1,0,1,0
16.6,88,0,12,24,0,0
27.8,77,0,21,22,0,0
21.6,55,0,7,0,1,0
27.7,51,0,20,22,0,0
28.4,83,0,20,22,0,0
15.9,90,0,7,24,0,0
28.3,61,1,0,22,0,1
21.7,67,0,5,0,1,0
22.7,49,1,12,0,1,1
24.4,40,0,8,0,1,0
28.9,79,0,5,22,0,1
15.3,32,0,14,24,0,1
22.2,20,1,22,0,0,0
25.3,84,1,15,22,1,1
25.8,52,0,3,22,0,0
25.4,57,0,16,22,1,0
17.0,44,0,8,24,0,0
19.5,45,0,11,0,1,0
20.4,78,1,21,0,1,1
27.1,52,0,18,22,0,0
19.2,60,0,19,0,1,0
18.2,49,1,11,0,0,0
29.4,76,1,21,22,1,1
15.1,68,0,5,24,0,0
30.0,67,0,11,22,0,0
25.2,68,0,8,22,0,0
27.4,66,0,19,22,1,0
19.4,75,0,4,0,1,1
15.2,84,1,20,24,0,0
26.1,31,1,2,22,1,1
27.5,88,0,1,22,0,0
26.1,25,0,7,22,0,0
17.1,84,0,9,24,1,0
26.3,44,0,14,22,0,0
26.5,20,0,8,22,1,0
24.9,51,0,9,0,0,0
26.5,22,0,10,22,0,0
27.7,68,0,8,22,0,0
24.2,38,0,13,0,1,0
16.3,79,0,4,24,1,0
22.3,48,0,8,0,0,0
16.2,69,0,3,24,1,0
21.1,21,0,1,0,1,0
21.1,75,0,18,0,0,0
16.0,36,0,0,24,0,1
20.2,79,1,20,0,0,0
16.7,55,0,0,24,0,0
27.1,80,0,11,22,1,1
29.2,36,0,10,22,0,0
16.1,68,0,0,24,0,0
29.3,79,1,13,22,0,1
22.8,39,1,10,0,0,0
19.5,69,0,6,0,1,0
16.2,22,0,1,24,1,1
22.5,62,0,14,0,0,0
26.9,76,0,7,22,0,0
25.6,69,0,21,22,0,0
15.8,87,0,19,24,1,0
16.1,69,0,14,24,0,0
21.0,56,0,7,0,0,1
19.4,65,1,9,0,0,0
18.5,61,0,18,0,0,0
19.2,34,0,2,0,0,0
27.1,52,0,19,22,1,0
28.9,30,0,13,22,1,0
21.1,39,1,8,0,0,1
28.6,43,0,8,22,1,0
19.8,83,1,20,0,1,1
22.1,84,0,5,0,0,0
18.4,36,1,7,0,0,0
24.6,80,1,10,0,0,0
29.7,34,0,7,22,1,0
24.1,70,0,11,0,1,1
20.4,46,1,9,0,0,0
24.7,80,0,22,0,0,0
16.8,77,0,3,24,1,1
28.3,50,0,15,22,0,0
22.5,31,0,19,0,1,0
21.7,65,0,5,0,0,1
23.8,50,0,8,0,1,0
24.4,51,0,22,0,1,0
16.1,51,0,4,24,0,0
25.2,72,1,20,22,1,1
18.6,80,0,23,0,0,0
25.7,65,1,5,22,0,0
27.3,26,1,16,22,1,1
27.1,23,1,16,22,0,0
23.3,71,1,23,0,1,1
22.8,50,1,21,0,0,0
17.1,55,1,12,24,1,1
26.6,73,0,16,22,0,0
19.1,73,0,13,0,1,0
22.5,36,1,1,0,0,0
19.3,49,0,18,0,0,0
17.0,41,1,2,24,0,1
24.4,62,1,1,0,0,1
15.8,46,0,1,24,0,0
26.2,56,1,21,22,0,1
19.8,65,0,6,0,1,0
15.0,54,0,3,24,0,0
22.7,23,0,16,0,1,0
15.7,45,0,5,24,1,0
19.1,38,0,6,0,0,0
25.6,64,0,19,22,1,0
15.9,45,0,5,24,1,0
27.6,41,1,8,22,0,1
15.1,77,0,19,24,1,1
18.7,82,0,3,0,0,0
26.1,47,0,4,22,1,0
